Een prachtig en snel Chromebook, Toen ik de Lenovo S345-14 uit de doos haalde was ik meteen aangenaam verrast.
Een mooi design in de kleuren mat grijs en antraciet met een werkje in het keyboard gedeelte.
De Chromebook is echt een lichte krachtpatser. Hij weegt maar 2kg en voelt zeer degelijk aan.
De klep waar ook de monitor in zit gaat zeer soepel open en is in meerdere standen te zetten tot zelfs 180 graden waardoor je de gewenste kijkhoek goed kunt instellen.
Bij het opendoen van de Chromebook valt meteen het mooie matte 14 inch scherm op waarop de kleuren zeer goed tot uiting komen en het beeld ook een hele scherpe weergave heeft tot HD formaat.
Erg fijn is ook het toetsenbord met zijn stille aanslag en verlichte toetsen als het wat donkerder is. Een andere aparte ervaring is het geluid wat als het ware uit je toetsenbord komt. Dit wordt veroorzaakt doordat de speakers zich onder de Chromebook bevinden in plaats van naast het scherm.
De Chromebook heeft een snelle processor aan boord plus voldoende werkgeheugen en dat kun je merken ook.
Het is echt een heel mooi, degelijk en snel Chromebook.
De perfecte oplossing voor werken in de Cloud.
Heerlijke fohn, Zelf heb ik al diverse föhns in mijn bezit gehad. Bij de een duurt het lang voor je haar eindelijk is droog geföhnd en bij de ander wordt je haar veels te warm en gaat het pluizen. Deze föhn heeft mijn verwachtingen overtroffen; föhnt snel het haar droog, wordt niet te heet, lang snoer.  Zelf nog niet eerder een föhn met coolshot-functie gehad. Ik moet zeggen dat dit mij goed bevalt, je haar is mooi glad ipv springerig en blijft langer mooi in model zitten. De opzetstukken zijn solide en je kan je haar er goed mee stylen. Enige nadeel is, dat de opzetstukken er met wat kracht opgezet dienen te worden. Verder een topföhn!
Geweldig klinkende soundbar, Vandaag heb ik LG Soundbar DSN11RG geïnstalleerd.
De ‘unboxing’ (het uitpakken van de verschillende apparaten) ging zeer vlot. Alle onderdelen zitten goed verpakt.
Enkel moet men er rekening mee houden dat de grootte van de doos nogal onhandig is om alleen te dragen.
De gebruiksaanwijzing is eenvoudig opgesteld. Eens de Google Home app is gedownload en de connectie met uw WiFi netwerk ok is loopt alles een trein.
Zelf heb ik de soundbar aangesloten via de meegeleverde optische kabel.
Spijtig dat er standaard geen HDMI bij zit voor mensen zonder optische in/out.
De subwoofer en de surround speakers zijn draadloos en moeten enkel 'gepaired' worden.
Zodra alles aangesloten is wordt je van je stoel geblazen door het verbluffende geluid. Alle zones zijn perfect regelbaar.
Kortom, een echte kanjer van een soundbar!
Krachtige föhn, De Philips Pro Dryer HPS920/00 is qua uiterlijk al een erg mooie fohn. Het kleurgebruik van de föhn spreekt me erg aan. Het geeft hem een chique uitstraling. Enige waar ik aan moest wennen was het gewicht maar dat was na een paar dagen al gewend.
Verder is de Philips Pro Dryer HPS920/00 een erg krachtige föhn waardoor mijn haar in twee minuten al droog is. Wat ook erg prettig is, is dat er een knop op zit om met koude lucht te föhnen wat toch beter is voor het haar.
Wat ook een een pluspunt is, is het langere snoer waardoor je wat meer bewegingsvrijheid hebt.
Heel tevreden over dit product!,Deze haardroger is zeer krachtig en blaast het haar droog in een wip. De warmte regeling is perfect. Ik ben zeer tevreden!
Mooie tv met snel besturingssysteem, Voor Reviewclub test ik momenteel deze XH90.
Mijn indruk na bijna twee weken is ontzettend positief. Natuurlijk zijn er wel op- en aanmerkingen, maar het is een prachtig ding!
Het installeren was ontzettend simpel, binnen 10 minuten vanuit de doos en aan. En dan begint het spelen met de mogelijkheden.
De voetjes zijn erg breed, zo’n 25 cm en de tv is behoorlijk dik: 7cm.
Aan de voorkant is hij prachtig om te zien. Een smal randje en verder niets.
